786,312,140,138
786,306,140,138
784,302,140,138
782,298,140,138
782,294,140,138
780,290,140,138
780,284,140,138
778,282,140,138
776,280,140,138
774,280,140,138
774,280,140,138
772,282,140,138
770,282,140,138
770,284,140,138
768,284,140,138
766,286,140,138
764,288,140,138
764,288,140,138
762,290,140,138
760,292,140,138
758,292,140,138
756,294,140,138
756,294,140,138
754,296,140,138
752,298,140,138
750,300,140,138
748,300,140,138
746,302,140,138
746,304,140,138
744,300,142,144
742,302,144,144
740,304,144,142
738,304,144,144
736,304,150,146
734,304,148,148
732,308,150,144
730,310,148,144
730,308,148,148
728,312,148,144
726,312,150,146
724,314,150,146
718,312,156,154
716,312,156,154
714,314,156,154
712,316,156,154
710,316,156,154
710,318,156,154
708,320,156,154
706,320,156,154
704,322,156,154
702,324,156,154
700,326,156,154
698,328,156,154
696,330,156,154
694,330,156,154
692,332,156,154
690,334,156,154
688,332,162,158
686,332,162,160
684,338,162,156
682,336,164,160
680,340,164,158
678,338,166,160
678,344,166,156
676,340,166,162
674,346,164,158
672,346,166,158
670,348,164,158
662,346,174,170
660,348,174,170
656,350,174,170
656,352,174,170
654,352,174,170
652,354,174,170
650,356,174,170
648,358,174,170
646,360,174,170
644,360,174,170
642,362,174,170
640,364,174,170
638,366,174,170
636,368,174,170
634,368,174,170
632,370,174,170
632,370,174,170
630,372,174,170
628,374,174,170
626,376,174,170
624,378,174,170
622,378,174,170
620,380,174,170
618,382,174,170
616,384,174,170
614,386,174,170
612,382,182,176
608,382,186,180
606,384,186,180
604,386,186,180
602,388,186,180
600,388,186,180
598,390,186,180
596,392,186,180
594,394,186,180
592,396,186,180
590,396,186,180
588,398,186,180
588,400,186,180
586,402,186,180
584,402,186,180
582,404,186,180
580,406,186,180
578,408,186,180
578,408,186,180
576,406,190,184
574,410,186,180
572,406,194,186
570,408,192,186
568,412,194,184
566,412,194,184
564,414,194,184
564,414,194,186
560,418,194,186
560,418,194,186
556,420,194,186
554,422,194,186
552,424,194,186
550,424,196,188
548,426,198,188
546,426,198,190
542,426,200,192
540,428,202,192
538,428,202,194
536,432,200,192
534,436,200,190
532,436,202,192
528,432,208,202
526,432,208,202
522,434,208,202
520,436,208,202
518,438,208,202
516,440,208,202
514,442,208,202
512,444,208,202
508,448,208,202
506,450,208,202
504,452,212,202
502,454,212,202
498,454,216,204
496,456,216,204
494,458,214,204
492,456,220,208
490,458,218,208
488,464,212,204
484,464,216,206
482,466,220,206
480,466,222,208
478,472,214,206
474,474,216,206
472,476,218,206
470,480,216,204
468,476,222,210
466,480,222,208
466,482,222,208
464,486,224,206
464,488,222,204
462,488,226,206
462,490,224,204
460,490,230,206
460,492,230,206
452,494,238,208
448,496,242,212
446,496,246,210
448,500,242,206
440,502,250,212
442,502,248,206
444,508,246,202
442,506,252,204
440,510,256,202
438,510,258,202
436,512,260,202
438,514,260,200
434,514,262,200
434,512,270,204
434,516,268,198
434,520,268,194
434,522,268,192
436,526,268,186
432,524,276,188
432,532,274,180
432,536,274,174
432,532,278,178
434,534,280,174
432,536,284,170
432,538,284,168
430,542,290,166
434,544,286,162
434,544,288,160
434,546,290,158
434,546,292,156
432,554,292,162
434,552,294,148
432,560,296,138
434,558,296,138
436,562,294,130
434,562,300,132
442,568,294,122
432,568,302,122
438,568,300,120
438,568,300,120
438,574,302,110
446,574,296,106
444,576,300,102
444,578,302,100
442,568,308,110
448,580,302,94
448,582,304,92
448,582,310,90
448,582,312,88
462,584,296,82
452,586,308,76
452,588,310,76
456,590,312,72
460,592,314,70
454,594,318,66
458,594,314,62
456,596,316,60
462,598,318,54
462,602,318,48
466,604,316,42
462,600,324,46
466,604,318,38
472,606,316,38
472,608,316,34
470,600,318,46
470,604,314,40
476,604,320,42
478,602,314,42
476,600,314,46
474,602,318,44
480,602,308,44
480,600,308,44
480,598,308,44
480,596,308,48
484,596,308,50
484,594,308,54
486,592,308,56
484,588,308,66
486,586,308,66
486,580,308,74
488,580,308,76
486,578,308,80
488,574,308,84
488,572,308,86
494,572,308,90
488,566,308,96
492,566,308,94
490,562,308,102
504,558,300,108
508,558,298,108
512,558,302,108
512,558,302,108
514,550,302,116
516,558,302,108
520,546,296,124
520,544,292,124
518,542,294,126
524,538,286,132
528,540,288,132
528,534,286,136
530,532,282,140
536,530,282,144
536,528,278,142
538,524,278,152
542,522,276,152
548,522,268,156
550,520,268,156
552,518,268,156
554,512,266,168
556,510,266,168
558,504,266,176
564,504,258,176
566,502,260,178
570,502,256,178
570,496,260,186
572,494,258,186
578,494,248,186
582,492,244,190
584,488,246,196
586,488,242,196
588,484,242,196
592,484,240,198
592,480,242,200
594,478,236,204
600,474,238,208
602,472,238,214
608,474,228,206
610,472,230,210
616,470,216,208
618,470,216,208
620,468,216,208
626,464,212,214
628,462,212,218
630,458,210,218
634,458,210,218
636,454,206,226
640,454,204,224
642,452,204,230
646,452,202,228
650,446,196,234
652,446,200,234
656,446,196,236
660,444,196,236
664,442,192,236
668,442,188,238
670,438,190,242
672,438,186,244
682,440,178,240
686,438,180,242
686,436,182,246
694,436,180,250
696,432,172,252
700,432,168,250
702,432,172,254
716,434,156,250
716,434,160,252
724,432,150,252
728,434,148,246
730,432,148,250
734,432,150,252
736,432,150,252
746,432,140,252
748,432,138,252
752,432,134,252
758,432,134,252
764,430,130,252
766,430,128,252
770,430,128,252
774,430,126,252
778,428,120,252
780,428,124,252
786,426,118,252
788,424,114,252
784,422,124,252
794,418,110,252
794,420,118,260
792,422,120,258
802,420,104,252
800,414,108,258
800,414,108,258
804,410,104,258
800,406,110,258
800,408,112,258
802,408,106,258
806,406,106,258
806,404,102,258
806,400,102,262
806,402,102,254
804,396,104,256
804,396,104,254
802,394,104,252
806,390,98,252
806,392,102,248
806,388,92,248
806,386,92,248
806,384,92,248
806,382,92,248
806,380,92,248
804,378,92,248
804,376,92,248
804,374,92,248
804,372,92,248
802,370,92,248
802,368,92,248
802,366,92,248
806,370,86,242
804,370,88,240
802,362,90,236
802,362,86,236
804,360,84,238
800,356,90,238
804,358,86,236
804,356,86,234
802,352,84,232
800,350,84,234
800,346,86,236
802,350,82,228
802,350,80,224
802,346,80,226
802,344,80,228
800,340,82,228
802,340,78,224
798,336,82,228
798,336,82,228
798,334,82,230
798,336,80,220
798,330,80,226
796,330,82,222
796,326,82,228
794,322,84,224
792,324,86,226
796,320,82,226
796,320,76,222
796,318,78,222
796,318,80,220
794,314,80,220
798,320,76,214
796,314,76,218
796,312,76,214
798,316,74,208
798,314,74,208
796,312,74,208
796,310,74,208
796,308,74,208
796,306,74,208
794,304,74,208
794,304,74,208
794,302,74,208
794,300,74,208
794,300,74,208
794,298,74,208
792,296,74,208
792,294,74,208
792,294,74,208
792,292,74,208
792,290,74,208
792,290,74,208
792,288,74,208
790,286,74,208
790,286,74,208
790,284,74,200
790,284,72,198
790,282,72,196
790,280,72,198
790,280,72,198
790,278,70,200
788,276,74,200
788,274,74,198
788,274,74,196
788,272,72,196
788,270,72,196
788,270,70,194
790,268,68,194
790,270,68,194
792,270,64,192
792,272,66,182
792,268,66,190
788,266,72,194
788,268,68,190
790,270,68,188
790,270,66,194
788,270,68,192
786,276,68,182
788,282,68,184
786,284,66,184
788,292,64,178
786,288,68,186
788,296,64,182
788,304,64,180
788,310,64,180
786,318,70,186
788,324,64,184
786,338,68,176
786,342,68,178
786,352,66,180
784,360,66,174
786,366,66,176
786,374,66,176
786,380,66,176
786,388,64,174
786,394,66,176
784,400,66,176
782,408,66,176
784,416,66,176
786,424,66,176
784,432,66,176
784,444,66,168
782,440,66,170
784,440,66,170
782,440,66,166
782,436,66,168
780,436,66,168
780,436,66,166
782,436,66,164
780,436,66,160
782,434,64,162
782,432,64,162
782,430,64,162
780,428,64,162
780,426,64,162
780,426,64,162
780,424,64,162
778,422,64,162
778,420,64,162
778,420,64,162
778,418,64,162
776,416,64,162
776,416,64,162
776,414,64,162
776,412,64,162
776,412,60,158
776,414,62,154
776,412,60,158
776,414,60,150
776,410,58,152
778,412,56,156
776,410,58,154
776,408,60,152
778,410,56,148
778,408,56,148
778,408,56,148
776,406,56,148
776,404,56,148
776,404,56,148
776,402,56,148
774,400,56,148
774,398,56,148
772,394,56,148
774,396,54,144
774,396,54,146
774,396,54,142
772,394,56,144
772,394,56,142
776,394,50,140
776,394,50,140
776,394,50,140
776,392,50,140
776,392,50,140
776,392,50,140
776,390,50,140
776,390,50,140
776,388,50,140
776,388,50,140
774,386,50,140
774,384,50,140
774,384,50,140
774,382,50,140
774,382,50,140
774,380,50,140
774,380,50,140
774,378,46,136
772,376,50,136
770,372,54,140
772,374,50,140
772,374,50,140
772,372,50,140
772,372,50,140
770,370,50,140
766,368,50,140
762,366,50,140
758,366,50,138
754,364,48,134
748,362,46,130
742,360,46,130
734,358,48,130
728,356,50,132
