286,104,40,54
286,106,40,54
285,106,40,56
284,108,42,52
282,108,42,56
282,110,44,54
281,110,44,58
279,112,46,56
281,112,42,58
279,114,46,54
279,114,44,58
280,116,46,56
280,118,48,56
279,118,50,56
281,118,46,58
280,120,50,56
281,120,48,58
284,122,46,60
284,120,46,62
285,122,50,60
285,124,50,60
288,124,48,60
286,124,52,60
290,128,50,56
292,124,50,60
294,126,54,62
294,128,56,60
295,128,58,62
299,130,58,62
300,130,58,62
302,130,58,64
308,132,52,62
310,132,52,62
313,134,52,62
316,134,52,62
315,134,56,66
322,136,52,62
324,136,52,62
321,136,58,66
324,138,64,64
325,138,64,64
330,138,62,64
331,140,66,66
334,138,66,68
336,140,66,66
337,140,66,66
339,140,66,66
341,142,68,66
343,142,68,66
345,142,66,66
348,142,66,66
348,142,66,66
351,142,58,64
349,142,62,64
349,142,62,66
352,142,62,66
352,142,62,66
351,142,64,66
351,142,64,68
352,142,64,66
352,142,64,66
354,142,62,66
354,142,62,66
351,140,62,68
351,140,64,66
353,140,60,66
353,140,60,64
353,140,58,64
354,140,56,62
353,138,56,64
356,138,52,62
356,138,52,60
355,138,52,60
354,140,52,56
354,138,50,58
353,136,48,60
352,136,48,60
351,134,46,60
349,134,48,60
348,134,48,60
346,132,48,60
344,132,48,60
342,132,48,58
340,130,48,60
338,130,46,58
336,130,46,58
334,128,46,58
331,126,46,60
329,128,44,58
328,126,44,56
323,126,44,58
321,124,44,58
320,122,42,58
317,122,40,56
314,124,40,54
311,122,40,54
308,122,40,52
304,122,40,52
300,120,40,52
298,120,36,50
296,120,36,50
292,118,34,50
286,118,36,52
282,116,36,54
278,118,36,52
273,116,34,52
269,116,34,50
263,116,36,50
262,114,32,48
258,112,32,50
253,114,32,46
249,112,32,48
244,112,32,48
240,112,32,48
235,112,32,46
230,112,32,46
225,110,30,48
